fid,fid_raw,tail,dep,arr,deptime,arrtime,prev_fid,next_fid,turn,delay_penalty,cancel_penalty,alternates
339,MX_232_2025-12-03_MCO_MCO_false,232,MCO,MCO,1764811200,1764822000,338.0,340.0,5100,0,7500000,
340,UA_2611_2025-12-04_MCO_IAH_0_0,232,MCO,IAH,1764856800,1764866700,339.0,341.0,3060,114,2462400,
341,UA_1569_2025-12-04_IAH_BZE_0_0,232,IAH,BZE,1764871080,1764880320,340.0,342.0,3900,151,3261600,"[894, 844, 715, 559, 649, 609, 461, 676, 375, 37, 53, 87, 424, 179, 252, 191]"
342,UA_1570_2025-12-04_BZE_IAH_0_0,232,BZE,IAH,1764884280,1764894120,341.0,343.0,3480,55,1188000,
343,UA_1764_2025-12-04_IAH_DCA_0_0,232,IAH,DCA,1764899580,1764909840,342.0,344.0,4080,99,2138400,"[846, 666, 717, 561, 611, 757, 463, 39, 55, 266, 181, 193]"
344,MX_232_2025-12-04_DCA_DCA_false,232,DCA,DCA,1764909840,1764920640,343.0,,5100,0,7500000,
345,UA_323_2025-12-02_DEN_TPA_0_0,233,DEN,TPA,1764709500,1764722100,,346.0,3060,152,3283200,"[823, 848, 613, 734, 496, 687, 599, 535, 521, 507, 79, 15, 427, 317, 57]"
346,MX_233_2025-12-02_TPA_TPA_false,233,TPA,TPA,1764722100,1764765300,345.0,347.0,5100,0,7500000,
347,UA_1224_2025-12-04_TPA_LAX_0_0,233,TPA,LAX,1764869400,1764889080,346.0,348.0,3060,90,1944000,
348,UA_1754_2025-12-04_LAX_TPA_0_0,233,LAX,TPA,1764912600,1764928920,347.0,,3060,80,1728000,[896]
349,UA_2680_2025-12-03_TPA_DEN_0_0,234,TPA,DEN,1764766800,1764781500,,350.0,3060,130,2808000,
350,UA_2742_2025-12-03_DEN_TUS_0_0,234,DEN,TUS,1764786300,1764793860,349.0,351.0,3060,150,3240000,"[890, 785, 827, 862, 851, 775, 500, 690, 633, 525, 512, 683, 95, 157, 84, 7, 19, 297, 409, 383, 61]"
351,UA_1374_2025-12-03_TUS_DEN_0_0,234,TUS,DEN,1764797580,1764804300,350.0,352.0,3060,118,2548800,[691]
352,UA_1942_2025-12-03_DEN_AUS_0_0,234,DEN,AUS,1764808680,1764816720,351.0,353.0,3060,92,1987200,"[892, 787, 829, 864, 853, 692, 635, 527, 514, 73, 766, 817, 398, 9, 21, 299, 411, 275]"
353,UA_595_2025-12-04_AUS_DEN_0_0,234,AUS,DEN,1764861060,1764869700,352.0,354.0,3060,144,3110400,[228]
354,UA_741_2025-12-04_DEN_BZN_0_0,234,DEN,BZN,1764873960,1764880500,353.0,355.0,3060,158,3412800,"[789, 831, 855, 503, 694, 637, 529, 517, 75, 768, 819, 162, 11, 120, 23, 301, 413, 277, 66]"
355,UA_1109_2025-12-04_BZN_DEN_0_0,234,BZN,DEN,1764884520,1764890940,354.0,356.0,3060,109,2354400,[326]
356,UA_1110_2025-12-04_DEN_SAT_0_0,234,DEN,SAT,1764895200,1764903180,355.0,357.0,3060,102,2203200,"[833, 866, 505, 696, 639, 519, 77, 770, 821, 102, 164, 13, 122, 25, 303, 415, 254]"
357,MX_234_2025-12-04_SAT_SAT_false,234,SAT,SAT,1764903180,1764917580,356.0,,5100,0,7500000,
358,UA_2274_2025-12-02_SMF_ORD_0_0,235,SMF,ORD,1764712980,1764727920,,359.0,3060,162,3499200,[824]
359,MX_235_2025-12-02_ORD_ORD_false,235,ORD,ORD,1764727920,1764749520,358.0,360.0,5100,0,7500000,
360,UA_1269_2025-12-03_ORD_BOS_0_0,235,ORD,BOS,1764775140,1764783780,359.0,361.0,3060,127,2743200,"[578, 738, 645, 724, 700, 371, 815, 128, 200, 487]"
361,UA_721_2025-12-03_BOS_IAD_0_0,235,BOS,IAD,1764789300,1764795720,360.0,362.0,3060,152,3283200,[210]
362,UA_2116_2025-12-03_IAD_DFW_0_0,235,IAD,DFW,1764801360,1764814380,361.0,363.0,3060,138,2980800,[805]
363,MX_235_2025-12-03_DFW_DFW_false,235,DFW,DFW,1764814380,1764835980,362.0,364.0,5100,0,7500000,
364,UA_2639_2025-12-04_DFW_IAD_0_0,235,DFW,IAD,1764854700,1764864840,363.0,365.0,3060,125,2700000,
365,UA_1652_2025-12-04_IAD_DFW_0_0,235,IAD,DFW,1764870720,1764883620,364.0,366.0,3060,113,2440800,"[808, 729]"
366,UA_1240_2025-12-04_DFW_IAD_0_0,235,DFW,IAD,1764889800,1764899940,365.0,,3060,153,3304800,
367,UA_2605_2025-12-02_SEA_ORD_0_0,236,SEA,ORD,1764700800,1764715380,,368.0,3060,168,3628800,
368,UA_1437_2025-12-02_ORD_LGA_0_0,236,ORD,LGA,1764720000,1764727620,367.0,369.0,3060,153,3304800,"[773, 588, 552, 643, 722, 762, 812, 29, 107, 126, 485, 281, 208]"
369,MX_236_2025-12-02_LGA_LGA_false,236,LGA,LGA,1764727620,1764749220,368.0,370.0,5100,0,7500000,
370,UA_304_2025-12-03_LGA_ORD_0_0,236,LGA,ORD,1764767700,1764777300,369.0,371.0,3060,69,1490400,"[592, 644, 567, 31, 199]"
371,UA_441_2025-12-03_ORD_DFW_0_0,236,ORD,DFW,1764781500,1764791400,370.0,372.0,3060,162,3499200,"[738, 593, 645, 724, 700, 764, 815, 128, 200, 487, 360, 284]"
372,UA_2682_2025-12-03_DFW_IAH_0_0,236,DFW,IAH,1764798600,1764802980,371.0,373.0,3060,125,2700000,[891]
373,UA_517_2025-12-03_IAH_PBI_0_0,236,IAH,PBI,1764807300,1764816420,372.0,374.0,3060,94,2030400,"[842, 580, 661, 713, 557, 606, 458, 674, 35, 51, 338, 118, 177, 146, 189]"
374,UA_2662_2025-12-04_PBI_IAH_0_0,236,PBI,IAH,1764856800,1764867240,373.0,375.0,3060,103,2224800,[490]
375,UA_654_2025-12-04_IAH_DCA_0_0,236,IAH,DCA,1764871200,1764881880,374.0,376.0,3060,97,2095200,"[894, 844, 715, 559, 649, 609, 461, 676, 37, 53, 341, 87, 424, 179, 149, 252, 191]"
376,UA_1555_2025-12-04_DCA_ORD_0_0,236,DCA,ORD,1764885600,1764894180,375.0,377.0,3060,147,3175200,[845]
377,UA_1182_2025-12-04_ORD_LGA_0_0,236,ORD,LGA,1764900000,1764908160,376.0,,3060,143,3088800,"[791, 857, 597, 706, 685, 206, 446, 494, 327, 315]"
378,UA_2141_2025-12-02_GDL_IAH_0_0,238,GDL,IAH,1764675900,1764684060,,379.0,3480,96,2073600,
379,UA_740_2025-12-02_IAH_PDX_0_0,238,IAH,PDX,1764689400,1764706320,378.0,380.0,4080,153,3304800,"[563, 678, 453, 668, 392, 105, 417, 172, 140, 243, 183]"
380,UA_2254_2025-12-02_PDX_DEN_0_0,238,PDX,DEN,1764710040,1764719100,379.0,381.0,3060,158,3412800,
381,UA_2076_2025-12-02_DEN_MSP_0_0,238,DEN,MSP,1764723480,1764730740,380.0,382.0,3060,143,3088800,"[888, 783, 825, 860, 736, 498, 687, 630, 523, 509, 680, 71, 93, 155, 81, 4, 17, 295, 407, 59]"
382,UA_1891_2025-12-03_MSP_DEN_0_0,238,MSP,DEN,1764774000,1764782280,381.0,383.0,3060,146,3153600,"[723, 129]"
383,UA_318_2025-12-03_DEN_EUG_0_0,238,DEN,EUG,1764785700,1764796020,382.0,384.0,3060,124,2678400,"[890, 840, 785, 827, 862, 851, 775, 500, 690, 633, 525, 512, 683, 95, 157, 84, 7, 19, 297, 350, 409, 61]"
384,UA_2077_2025-12-03_EUG_SFO_0_0,238,EUG,SFO,1764799740,1764805620,383.0,385.0,3060,58,1252800,
385,UA_751_2025-12-03_SFO_LAS_0_0,238,SFO,LAS,1764809640,1764815700,384.0,386.0,3060,106,2289600,"[542, 751, 261, 226, 313]"
386,MX_238_2025-12-03_LAS_LAS_false,238,LAS,LAS,1764815700,1764837300,385.0,387.0,5100,0,7500000,
387,UA_2421_2025-12-04_LAS_SFO_0_0,238,LAS,SFO,1764871500,1764877740,386.0,388.0,3060,145,3132000,"[240, 478]"
388,UA_1259_2025-12-04_SFO_LAS_0_0,238,SFO,LAS,1764881700,1764887760,387.0,389.0,3060,147,3175200,"[882, 799, 264, 229, 479]"
389,UA_305_2025-12-04_LAS_IAH_0_0,238,LAS,IAH,1764891720,1764902700,388.0,390.0,3060,103,2224800,
390,MX_238_2025-12-04_IAH_IAH_false,238,IAH,IAH,1764902700,1764917100,389.0,,5100,0,7500000,
391,UA_2491_2025-12-02_PIT_IAH_0_0,239,PIT,IAH,1764673200,1764685140,,392.0,3060,159,3434400,
392,UA_1432_2025-12-02_IAH_MGA_0_0,239,IAH,MGA,1764690780,1764703080,391.0,393.0,3900,164,3542400,"[563, 678, 453, 668, 105, 417, 172, 140, 379, 243, 183]"
393,UA_1433_2025-12-02_MGA_IAH_0_0,239,MGA,IAH,1764707100,1764719400,392.0,394.0,3480,154,3326400,
394,UA_465_2025-12-02_IAH_IND_0_0,239,IAH,IND,1764726600,1764734940,393.0,395.0,4080,88,1900800,"[709, 565, 601, 670, 333, 233, 437, 142, 185]"
395,UA_2221_2025-12-03_IND_IAH_0_0,239,IND,IAH,1764763200,1764772860,394.0,396.0,3060,152,3283200,
396,UA_537_2025-12-03_IAH_YYC_0_0,239,IAH,YYC,1764776340,1764792480,395.0,397.0,3900,121,2613600,"[711, 555, 604, 456, 672, 336, 236, 116, 420, 175, 322, 144, 247, 187]"
397,UA_1953_2025-12-03_YYC_DEN_0_0,239,YYC,DEN,1764796380,1764805500,396.0,398.0,3480,147,3175200,[660]
398,UA_423_2025-12-03_DEN_GRR_0_0,239,DEN,GRR,1764809880,1764818940,397.0,399.0,3600,85,1836000,"[892, 787, 829, 864, 853, 692, 635, 527, 514, 73, 766, 817, 159, 9, 21, 299, 352, 411, 275]"
399,UA_2099_2025-12-04_GRR_ORD_0_0,239,GRR,ORD,1764851400,1764855720,398.0,400.0,3060,139,3002400,
400,UA_1413_2025-12-04_ORD_LGA_0_0,239,ORD,LGA,1764860100,1764868200,399.0,401.0,3060,144,3110400,"[742, 728, 100, 133, 444, 431, 325, 288, 214]"
401,UA_1967_2025-12-04_LGA_ORD_0_0,239,LGA,ORD,1764872100,1764881700,400.0,402.0,3060,150,3240000,"[665, 445]"
402,UA_1677_2025-12-04_ORD_BOS_0_0,239,ORD,BOS,1764885900,1764894300,401.0,403.0,3060,153,3304800,"[597, 685, 135, 206, 446, 433, 494, 327, 315, 290]"
403,MX_239_2025-12-04_BOS_BOS_false,239,BOS,BOS,1764894300,1764905100,402.0,,5100,0,7500000,
404,UA_2863_2025-12-02_SAN_SFO_0_0,240,SAN,SFO,1764690300,1764696720,,405.0,3060,150,3240000,[654]
405,UA_1578_2025-12-02_SFO_SBA_0_0,240,SFO,SBA,1764700860,1764705300,404.0,406.0,3060,89,1922400,"[872, 707, 748, 793, 44, 220, 268]"
406,UA_616_2025-12-02_SBA_DEN_0_0,240,SBA,DEN,1764709200,1764718140,405.0,407.0,3060,138,2980800,[536]
407,UA_680_2025-12-02_DEN_ORF_0_0,240,DEN,ORF,1764722220,1764734340,406.0,408.0,3060,144,3110400,"[888, 783, 825, 860, 736, 498, 687, 630, 523, 509, 680, 71, 93, 155, 81, 4, 17, 295, 381, 59]"
408,UA_526_2025-12-03_ORF_DEN_0_0,240,ORF,DEN,1764767040,1764782400,407.0,409.0,3060,119,2570400,
409,UA_430_2025-12-03_DEN_ONT_0_0,240,DEN,ONT,1764785700,1764793920,408.0,410.0,3060,135,2916000,"[890, 840, 785, 827, 862, 851, 775, 500, 690, 633, 525, 512, 683, 95, 157, 84, 7, 19, 297, 350, 383, 61]"
410,UA_1417_2025-12-03_ONT_DEN_0_0,240,ONT,DEN,1764797640,1764805500,409.0,411.0,3060,151,3261600,
411,UA_2076_2025-12-03_DEN_MSP_0_0,240,DEN,MSP,1764809880,1764817140,410.0,412.0,3060,115,2484000,"[892, 787, 829, 864, 853, 692, 635, 527, 514, 73, 766, 817, 398, 159, 9, 21, 299, 352, 275]"
412,UA_1891_2025-12-04_MSP_DEN_0_0,240,MSP,DEN,1764860400,1764868680,411.0,413.0,3060,139,3002400,"[52, 289]"
413,UA_2742_2025-12-04_DEN_TUS_0_0,240,DEN,TUS,1764872700,1764880260,412.0,414.0,3060,149,3218400,"[789, 831, 855, 503, 694, 637, 529, 517, 75, 768, 819, 162, 11, 120, 23, 301, 354, 277, 66]"
414,UA_1374_2025-12-04_TUS_DEN_0_0,240,TUS,DEN,1764883980,1764890700,413.0,415.0,3060,82,1771200,[67]
415,UA_1615_2025-12-04_DEN_CVG_0_0,240,DEN,CVG,1764894780,1764904380,414.0,,3060,90,1944000,"[833, 866, 505, 696, 639, 519, 77, 770, 821, 102, 164, 13, 122, 25, 303, 356, 254]"
416,UA_2656_2025-12-02_LGA_IAH_0_0,243,LGA,IAH,1764673200,1764688200,,417.0,3060,138,2980800,"[640, 719, 667, 482]"
417,UA_2181_2025-12-02_IAH_LGA_0_0,243,IAH,LGA,1764698580,1764710760,416.0,418.0,3060,151,3261600,"[574, 563, 678, 453, 668, 392, 105, 435, 140, 379, 245, 183]"
418,UA_2646_2025-12-02_LGA_IAH_0_0,243,LGA,IAH,1764714480,1764729540,417.0,419.0,3060,148,3196800,"[589, 721, 813]"
419,MX_243_2025-12-02_IAH_IAH_false,243,IAH,IAH,1764729540,1764736740,418.0,420.0,5100,0,7500000,
420,UA_2347_2025-12-03_IAH_RSW_0_0,243,IAH,RSW,1764768780,1764777000,419.0,421.0,3060,62,1339200,"[555, 604, 456, 672, 396, 116, 175, 144, 247]"
421,UA_1094_2025-12-03_RSW_IAH_0_0,243,RSW,IAH,1764780900,1764790740,420.0,422.0,3060,130,2808000,
422,UA_1737_2025-12-03_IAH_LIR_0_0,243,IAH,LIR,1764795900,1764808620,421.0,423.0,3900,163,3520800,"[580, 711, 568, 458, 674, 33, 338, 249, 168]"
423,UA_1265_2025-12-04_LIR_IAH_0_0,243,LIR,IAH,1764858900,1764872280,422.0,424.0,3480,56,1209600,
424,UA_2258_2025-12-04_IAH_TPA_0_0,243,IAH,TPA,1764879660,1764887880,423.0,425.0,4080,152,3283200,"[894, 625, 715, 561, 649, 609, 461, 375, 53, 341, 241, 181, 179, 149, 216]"
425,UA_1370_2025-12-04_TPA_IAD_0_0,243,TPA,IAD,1764892200,1764900360,424.0,,3060,119,2570400,
426,UA_2680_2025-12-02_TPA_DEN_0_0,244,TPA,DEN,1764680400,1764695100,,427.0,3060,162,3499200,
427,UA_1294_2025-12-02_DEN_PSP_0_0,244,DEN,PSP,1764699420,1764708180,426.0,428.0,3060,139,3002400,"[886, 837, 781, 823, 848, 613, 734, 550, 496, 628, 599, 535, 521, 507, 69, 90, 153, 79, 2, 124, 15, 345, 293, 317, 57]"
428,UA_274_2025-12-03_PSP_ORD_0_0,244,PSP,ORD,1764788520,1764802620,427.0,429.0,3060,126,2721600,[816]
429,UA_291_2025-12-03_ORD_BDL_0_0,244,ORD,BDL,1764807180,1764815460,428.0,430.0,3060,118,2548800,"[740, 595, 647, 726, 702, 97, 110, 202, 442, 489, 286, 211]"
430,UA_1304_2025-12-04_BDL_ORD_0_0,244,BDL,ORD,1764846600,1764856860,429.0,431.0,3060,99,2138400,
431,UA_2418_2025-12-04_ORD_PHL_0_0,244,ORD,PHL,1764860400,1764868020,430.0,432.0,3060,116,2505600,"[742, 728, 100, 400, 133, 444, 325, 288, 214]"
432,UA_1801_2025-12-04_PHL_ORD_0_0,244,PHL,ORD,1764872100,1764880500,431.0,433.0,3060,116,2505600,[203]
433,UA_1973_2025-12-04_ORD_PBI_0_0,244,ORD,PBI,1764886200,1764897420,432.0,,3060,86,1857600,"[597, 685, 402, 135, 206, 446, 494, 327, 315, 290]"
434,UA_1181_2025-12-02_LAS_IAH_0_0,245,LAS,IAH,1764691200,1764702180,,435.0,3060,85,1836000,"[747, 43, 464]"
435,UA_462_2025-12-02_IAH_ATL_0_0,245,IAH,ATL,1764708300,1764715680,434.0,436.0,3060,138,2980800,"[574, 565, 668, 105, 417, 197, 140, 245, 166]"
436,UA_1475_2025-12-02_ATL_IAH_0_0,245,ATL,IAH,1764721140,1764729960,435.0,437.0,3060,95,2052000,
437,UA_2474_2025-12-02_IAH_MSY_0_0,245,IAH,MSY,1764733680,1764737940,436.0,438.0,3060,90,1944000,"[709, 601, 670, 394, 142]"
438,MX_245_2025-12-02_MSY_MSY_false,245,MSY,MSY,1764737940,1764766740,437.0,439.0,5100,0,7500000,
439,UA_2095_2025-12-03_MSY_ORD_0_0,245,MSY,ORD,1764779700,1764789000,438.0,440.0,3060,67,1447200,
440,UA_1082_2025-12-03_ORD_PIT_0_0,245,ORD,PIT,1764792900,1764798300,439.0,441.0,3060,122,2635200,"[593, 647, 724, 702, 764, 130, 489, 284, 211]"
441,UA_661_2025-12-03_PIT_ORD_0_0,245,PIT,ORD,1764802260,1764808500,440.0,442.0,3060,104,2246400,
442,UA_533_2025-12-03_ORD_OMA_0_0,245,ORD,OMA,1764813900,1764820020,441.0,443.0,3060,97,2095200,"[740, 595, 726, 97, 110, 202, 429, 286]"
443,UA_293_2025-12-04_OMA_ORD_0_0,245,OMA,ORD,1764856800,1764863100,442.0,444.0,3060,142,3067200,[36]
444,UA_1332_2025-12-04_ORD_LGA_0_0,245,ORD,LGA,1764867600,1764875460,443.0,445.0,3060,159,3434400,"[742, 728, 704, 100, 400, 112, 135, 204, 431, 491, 325, 288]"
445,UA_1504_2025-12-04_LGA_ORD_0_0,245,LGA,ORD,1764879300,1764889020,444.0,446.0,3060,129,2786400,"[665, 705, 610, 401]"
446,UA_1776_2025-12-04_ORD_PHL_0_0,245,ORD,PHL,1764892920,1764900600,445.0,447.0,3060,146,3153600,"[791, 857, 597, 706, 685, 377, 402, 206, 433, 494, 327, 315]"
447,MX_245_2025-12-04_PHL_PHL_false,245,PHL,PHL,1764900600,1764907800,446.0,,5100,0,7500000,
448,MX_246_2025-12-02_IAD_IAD_false,246,IAD,IAD,1764720000,1764756000,,449.0,5100,0,7500000,
449,UA_2253_2025-12-04_IAD_MSY_0_0,246,IAD,MSY,1764854700,1764865080,448.0,450.0,3060,105,2268000,
450,UA_2276_2025-12-04_MSY_IAD_0_0,246,MSY,IAD,1764873000,1764881700,449.0,451.0,3060,74,1598400,[180]
451,UA_2116_2025-12-04_IAD_DFW_0_0,246,IAD,DFW,1764887760,1764900780,450.0,,3060,100,2160000,[744]
452,UA_2221_2025-12-02_IND_IAH_0_0,247,IND,IAH,1764676800,1764686460,,453.0,3060,161,3477600,
453,UA_2490_2025-12-02_IAH_SEA_0_0,247,IAH,SEA,1764690120,1764708120,452.0,454.0,3060,160,3456000,"[563, 678, 668, 392, 105, 417, 172, 140, 379, 243, 183]"
454,UA_2340_2025-12-02_SEA_IAH_0_0,247,SEA,IAH,1764711960,1764727800,453.0,455.0,3060,140,3024000,
455,MX_247_2025-12-02_IAH_IAH_false,247,IAH,IAH,1764727800,1764749400,454.0,456.0,5100,0,7500000,
456,UA_512_2025-12-03_IAH_DCA_0_0,247,IAH,DCA,1764768780,1764779520,455.0,457.0,3060,92,1987200,"[555, 604, 672, 396, 116, 420, 175, 144, 247]"
457,UA_382_2025-12-03_DCA_IAH_0_0,247,DCA,IAH,1764783600,1764796500,456.0,458.0,3060,86,1857600,[145]
458,UA_277_2025-12-03_IAH_FLL_0_0,247,IAH,FLL,1764801000,1764810120,457.0,459.0,3060,72,1555200,"[580, 568, 606, 674, 373, 33, 338, 118, 422, 177, 146, 249, 168]"
459,MX_247_2025-12-03_FLL_FLL_false,247,FLL,FLL,1764810120,1764820920,458.0,460.0,5100,0,7500000,
460,UA_722_2025-12-04_FLL_IAH_0_0,247,FLL,IAH,1764856800,1764867300,459.0,461.0,3060,57,1231200,[10]
461,UA_2675_2025-12-04_IAH_PIT_0_0,247,IAH,PIT,1764871560,1764881280,460.0,462.0,4080,105,2268000,"[894, 844, 715, 559, 649, 609, 676, 375, 37, 53, 341, 87, 424, 179, 149, 252, 191]"
462,UA_1563_2025-12-04_PIT_IAH_0_0,247,PIT,IAH,1764885000,1764896880,461.0,463.0,3060,82,1771200,
463,UA_2090_2025-12-04_IAH_OMA_0_0,247,IAH,OMA,1764900660,1764908880,462.0,,3060,83,1792800,"[846, 666, 717, 561, 611, 757, 39, 55, 343, 266, 193]"
464,UA_2602_2025-12-02_LAS_LAX_0_0,248,LAS,LAX,1764691500,1764696180,,465.0,3060,59,1274400,"[747, 43, 434]"
465,MX_248_2025-12-02_LAX_LAX_false,248,LAX,LAX,1764720000,1764734400,464.0,466.0,5100,0,7500000,
466,MX_248_2025-12-03_LAX_LAX_false,248,LAX,LAX,1764806400,1764817200,465.0,,5100,0,7500000,
467,UA_2066_2025-12-02_IAD_PIT_0_0,249,IAD,PIT,1764681900,1764685680,,468.0,3060,63,1360800,
468,UA_1497_2025-12-02_PIT_IAD_0_0,249,PIT,IAD,1764689400,1764693120,467.0,469.0,3060,108,2332800,
469,UA_642_2025-12-02_IAD_PHX_0_0,249,IAD,PHX,1764696900,1764715320,468.0,470.0,3060,167,3607200,[257]
470,UA_564_2025-12-02_PHX_SFO_0_0,249,PHX,SFO,1764719040,1764726600,469.0,471.0,3060,141,3045600,
471,UA_589_2025-12-02_SFO_SNA_0_0,249,SFO,SNA,1764731400,1764736920,470.0,472.0,3060,131,2829600,"[657, 655, 615, 537, 46, 222, 319, 270]"
472,MX_249_2025-12-02_SNA_SNA_false,249,SNA,SNA,1764736920,1764758520,471.0,473.0,5100,0,7500000,
473,UA_336_2025-12-03_SNA_SFO_0_0,249,SNA,SFO,1764774600,1764780420,472.0,474.0,3060,119,2570400,
474,UA_1881_2025-12-03_SFO_SJD_0_0,249,SFO,SJD,1764787920,1764799500,473.0,475.0,3900,136,2937600,"[875, 659, 618, 540, 796, 49, 224, 311, 273]"
475,UA_1174_2025-12-03_SJD_SFO_0_0,249,SJD,SFO,1764803400,1764815520,474.0,476.0,3480,140,3024000,
476,MX_249_2025-12-03_SFO_SFO_false,249,SFO,SFO,1764815520,1764815520,475.0,477.0,5100,0,7500000,
477,UA_2492_2025-12-04_SFO_LAS_0_0,249,SFO,LAS,1764865500,1764871500,476.0,478.0,4080,146,3153600,"[880, 572, 544, 755, 799, 264]"
478,UA_574_2025-12-04_LAS_SFO_0_0,249,LAS,SFO,1764875220,1764881400,477.0,479.0,3060,152,3283200,"[240, 387]"
479,UA_369_2025-12-04_SFO_PHX_0_0,249,SFO,PHX,1764885180,1764892500,478.0,480.0,3060,149,3218400,"[882, 546, 531, 264, 229, 388]"
480,UA_455_2025-12-04_PHX_SFO_0_0,249,PHX,SFO,1764897480,1764905220,479.0,481.0,3060,152,3283200,"[650, 809]"
481,MX_249_2025-12-04_SFO_SFO_false,249,SFO,SFO,1764905220,1764916020,480.0,,5100,0,7500000,
482,UA_2389_2025-12-02_LGA_ORD_0_0,250,LGA,ORD,1764674100,1764683820,,483.0,3060,162,3499200,"[640, 719, 667, 416]"
483,UA_466_2025-12-02_ORD_SLC_0_0,250,ORD,SLC,1764687660,1764701040,482.0,484.0,3060,167,3607200,"[771, 586, 641, 720, 330, 231]"
484,UA_1382_2025-12-02_SLC_ORD_0_0,250,SLC,ORD,1764704760,1764716340,483.0,485.0,3060,142,3067200,
485,UA_2147_2025-12-02_ORD_ALB_0_0,250,ORD,ALB,1764720000,1764728040,484.0,486.0,3060,99,2138400,"[773, 588, 552, 643, 722, 368, 762, 812, 29, 107, 126, 281, 208]"
486,UA_2225_2025-12-03_ALB_ORD_0_0,250,ALB,ORD,1764759600,1764769320,485.0,487.0,3060,148,3196800,
487,UA_2629_2025-12-03_ORD_PIT_0_0,250,ORD,PIT,1764779760,1764785160,486.0,488.0,3060,74,1598400,"[738, 593, 645, 724, 700, 371, 764, 815, 128, 200, 360, 284]"
488,UA_793_2025-12-03_PIT_ORD_0_0,250,PIT,ORD,1764789000,1764795240,487.0,489.0,3060,117,2527200,
489,UA_1973_2025-12-03_ORD_PBI_0_0,250,ORD,PBI,1764799800,1764811020,488.0,490.0,3060,87,1879200,"[740, 647, 702, 110, 130, 202, 440, 429, 286, 211]"
490,UA_577_2025-12-04_PBI_ORD_0_0,250,PBI,ORD,1764857400,1764869520,489.0,491.0,3060,84,1814400,[374]
491,UA_561_2025-12-04_ORD_MCI_0_0,250,ORD,MCI,1764873900,1764879660,490.0,492.0,3060,136,2937600,"[704, 100, 112, 135, 204, 444, 290]"
492,UA_303_2025-12-04_MCI_ORD_0_0,250,MCI,ORD,1764883500,1764889380,491.0,493.0,3060,142,3067200,
493,MX_250_2025-12-04_ORD_ORD_false,250,ORD,ORD,1764892800,1764910800,492.0,494.0,5100,0,7500000,
494,UA_2652_2025-12-04_ORD_CLE_0_0,250,ORD,CLE,1764893700,1764898560,493.0,,3060,155,3348000,"[791, 857, 597, 706, 685, 377, 402, 206, 446, 433, 327, 315]"
495,UA_1177_2025-12-02_DFW_DEN_0_0,251,DFW,DEN,1764687600,1764695640,,496.0,3060,156,3369600,[256]
496,UA_703_2025-12-02_DEN_BIL_0_0,251,DEN,BIL,1764701100,1764706680,495.0,497.0,3060,161,3477600,"[886, 837, 781, 823, 848, 613, 734, 550, 628, 599, 535, 521, 507, 69, 90, 153, 79, 2, 124, 15, 427, 345, 293, 317, 57]"
497,UA_478_2025-12-02_BIL_DEN_0_0,251,BIL,DEN,1764711600,1764717720,496.0,498.0,3060,140,3024000,
498,UA_423_2025-12-02_DEN_GRR_0_0,251,DEN,GRR,1764723480,1764732540,497.0,499.0,3060,105,2268000,"[888, 783, 825, 860, 736, 687, 630, 523, 509, 680, 71, 93, 155, 81, 4, 17, 295, 407, 381, 59]"
499,UA_2648_2025-12-03_GRR_DEN_0_0,251,GRR,DEN,1764770400,1764781440,498.0,500.0,3060,154,3326400,
500,UA_2265_2025-12-03_DEN_DSM_0_0,251,DEN,DSM,1764793800,1764799920,499.0,501.0,3060,72,1555200,"[892, 775, 690, 633, 525, 514, 512, 683, 157, 84, 7, 19, 350, 409, 383, 61]"
501,UA_1781_2025-12-03_DSM_DEN_0_0,251,DSM,DEN,1764803700,1764811200,500.0,502.0,3060,130,2808000,
502,MX_251_2025-12-03_DEN_DEN_false,251,DEN,DEN,1764811200,1764840000,501.0,503.0,5100,0,7500000,
503,UA_1003_2025-12-04_DEN_CHS_0_0,251,DEN,CHS,1764867000,1764878940,502.0,504.0,3060,128,2764800,"[789, 831, 855, 694, 637, 529, 517, 75, 768, 819, 120, 23, 301, 354, 413, 277, 64]"
504,UA_557_2025-12-04_CHS_DEN_0_0,251,CHS,DEN,1764882660,1764897000,503.0,505.0,3060,124,2678400,
505,UA_431_2025-12-04_DEN_GJT_0_0,251,DEN,GJT,1764901200,1764905100,504.0,,3060,95,2052000,"[833, 866, 651, 696, 639, 519, 77, 821, 102, 164, 13, 25, 356, 415, 254]"
506,UA_1666_2025-12-02_CVG_DEN_0_0,252,CVG,DEN,1764684000,1764695520,,507.0,3060,133,2872800,
507,UA_1547_2025-12-02_DEN_FCA_0_0,252,DEN,FCA,1764699300,1764707700,506.0,508.0,3060,159,3434400,"[886, 837, 781, 823, 848, 613, 734, 550, 496, 628, 599, 535, 521, 69, 90, 153, 79, 2, 124, 15, 427, 345, 293, 317, 57]"
508,UA_2121_2025-12-02_FCA_DEN_0_0,252,FCA,DEN,1764711420,1764719460,507.0,509.0,3060,162,3499200,
509,UA_2350_2025-12-02_DEN_SYR_0_0,252,DEN,SYR,1764723300,1764735300,508.0,510.0,3060,144,3110400,"[888, 783, 825, 860, 736, 498, 687, 630, 523, 680, 71, 93, 155, 81, 4, 17, 295, 407, 381, 59]"
